date;time;exp_id;round;tray_id;tray_info;plant_id;position;plant_name;genotype;pid;cam;AREA_PX;AREA_MM;PERIMETER_PX;PERIMETER_MM;COMPACTNESS;ROUNDNESS;ROUNDNESS2;ISOTROPY;ECCENTRICITY;RMS;SOL
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST071;C1;LC_LT_HW_LL;MES7;RGB2;27;967;25,85595619;242,3502884;39,62877115;0,603243918;0,206894648;0,761559212;0,64888263;0,709897611;0,93793925;14,3991727
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST072;C2;LC_LT_HW_LL;ht1-5;RGB2;27;239;6,390458665;73,45584412;12,01139415;0,807432432;0,556615194;0,943723784;0;0,301204819;0,608200782;1,209205021
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST073;C3;LC_LT_HW_LL;empty;RGB2;27;;;;;;;;;;;
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST074;C4;LC_LT_HW_LL;MES5;RGB2;27;746;19,9467873;183,6812409;30,03529274;0,683776352;0,277855554;0,775960987;0,545403295;0,628640777;0,89975614;8,365951743
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST075;C5;LC_LT_HW_LL;Col-0;RGB2;27;818;21,87194639;165,6812409;27,09195859;0,814741036;0,374469534;0,75474976;0,644124552;0,585204756;0,875072097;5,820293399
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST076;D1;LC_LT_HW_LL;ht1-4;RGB2;27;528;14,11783337;124,7106781;20,392511;0,781065089;0,426615377;0,764654666;0;0,709349593;0,925769889;5,320075758
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST077;D2;LC_LT_HW_LL;ht1-2;RGB2;27;678;18,12858148;133,5391052;21,83612273;0,851758794;0,477774134;0,765634103;0;0,882462687;0,94469704;2,243362832
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST078;D3;LC_LT_HW_LL;Col-0;RGB2;27;1419;37,94167718;409,5462479;66,96841435;0,263363029;0,106312996;0,399367721;0,25517025;2,111282844;0,988525746;24,38054968
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST079;D4;LC_LT_HW_LL;MES7;RGB2;27;408;10,90923488;98,66904756;16,13422097;0,839506173;0,526633104;0,835083613;0;0,655270655;0,905033654;2,509803922
2018-07-31;16:15:55;84;6;ES02_04_HW_LL;R02_1;ESTST080;D5;LC_LT_HW_LL;ht1-4;RGB2;27;1102;29,46562949;371,1614716;60,69179085;0,079178043;0,100523056;0,72295997;0,615393889;1,103552279;0,890576915;21,24228675
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST081;A1;LC_LT_HW_LL;MES5;RGB2;27;792;21,17675005;152,1248917;24,87524384;0,742964353;0,430065378;0,84592486;0,48014942;0,60727729;0,91691411;3,284090909
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST082;A2;LC_LT_HW_LL;Col-0;RGB2;27;431;11,52421625;99,98275606;16,3490367;0,843444227;0,541797412;0,860436776;0;0,590673575;0,898177468;1,819025522
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST083;A3;LC_LT_HW_LL;Col-0;RGB2;27;550;14,70607642;164,8528137;26,95649537;0,570539419;0,254319596;0,742572498;0,392200328;0,49609375;0,865395377;8,656363636
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST084;A4;LC_LT_HW_LL;MES5;RGB2;27;918;24,54577847;218,2081528;35,6810838;0,665699782;0,242276114;0,702828602;0,32232198;0,945295405;0,957019308;12,9422658
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST085;A5;LC_LT_HW_LL;ht1-5;RGB2;27;411;10,98944984;132,7106781;21,70065951;0,717277487;0,293251302;0,708125232;0;0,953125;0,951856016;7,360097324
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST086;B1;LC_LT_HW_LL;ht1-5;RGB2;27;373;9,973393648;109,7401154;17,94454608;0,773858921;0,389213478;0,816616591;0;0,570637119;0,891591745;6,973190349
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST087;B2;LC_LT_HW_LL;ht1-4;RGB2;27;855;22,86126426;284,7350647;46,55946891;0,143649194;0,132523859;0,721347418;0,600330883;0,839473684;0,888694329;15,2
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST088;B3;LC_LT_HW_LL;empty;RGB2;27;;;;;;;;;;;
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST089;B4;LC_LT_HW_LL;MES7;RGB2;27;934;24,9735916;308,1492783;50,38812749;0,125588275;0,123604542;0,694350628;0,556269379;0,786453434;0,83847677;15,93576017
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST090;B5;LC_LT_HW_LL;ht1-2;RGB2;27;1085;29,01107804;312,8772004;51,16123051;0,216006371;0,139280965;0,616488047;0,368487553;1,06633602;0,957182244;19,37788018
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST091;C1;LC_LT_HW_LL;MES7;RGB2;27;990;26,47093756;202,6518036;33,13733192;0,721574344;0,302931274;0,801085378;0,460481025;0,695783133;0,938260185;7,470707071
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST092;C2;LC_LT_HW_LL;ht1-4;RGB2;27;372;9,946655327;110,2253967;18,02389859;0,736633663;0,384759598;0,840647887;0,505243419;0,412621359;0,801911215;5,204301075
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST093;C3;LC_LT_HW_LL;empty;RGB2;27;;;;;;;;;;;
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST094;C4;LC_LT_HW_LL;ht1-2;RGB2;27;811;21,68477815;227,7228714;37,23691693;0,618611747;0,196524824;0,673357672;0,259649662;0,781045752;0,917887818;14,38224414
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST095;C5;LC_LT_HW_LL;ht1-4;RGB2;27;1203;32,16619989;322,2914139;52,70062919;0,296159527;0,145538542;0,55738711;0,515334927;1,479302832;0,979235567;15,60182876
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST096;D1;LC_LT_HW_LL;MES7;RGB2;27;337;9,0108141;84,42640687;13,80528482;0,859693878;0,594132284;0,861600374;0;0,519736842;0,896516749;2,851632047
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST097;D2;LC_LT_HW_LL;MES5;RGB2;27;1039;27,78111528;273,0782105;44,65335684;0,384529978;0,175085957;0,791083524;0,671857219;0,567984571;0,838575849;11,22617902
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST098;D3;LC_LT_HW_LL;ht1-5;RGB2;27;426;11,39052465;106,6690476;17,44236948;0,864097363;0,470481584;0,815686825;0;0,639784946;0,90474208;2,112676056
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST099;D4;LC_LT_HW_LL;ht1-2;RGB2;27;674;18,0216282;165,1959595;27,01260607;0,660784314;0,310363699;0,72972915;0,449581654;0,837988827;0,931129458;7,691394659
2018-07-31;16:19:47;84;6;ES02_05_HW_LL;R02_1;ESTST100;D5;LC_LT_HW_LL;Col-0;RGB2;27;405;10,82901991;98,56854249;16,11778652;0,849056604;0,523827407;0,807688926;0;0,578212291;0,880511317;1,8
2018-07-31;16:23:39;84;6;ES02_06_HW_LL;R02_1;ESTST101;A1;LC_LT_HW_LL;Col-0;RGB2;27;889;23,77036717;245,1787156;40,09127149;0,568777991;0,185842951;0,829326894;0,393985224;0,461231015;0,889889686;12,63892013
2018-07-31;16:23:39;84;6;ES02_06_HW_LL;R02_1;ESTST102;A2;LC_LT_HW_LL;ht1-2;RGB2;27;821;21,95216135;234,6934342;38,37673334;0,182606762;0,187305764;0,500859741;0,302469731;1,546544147;0,978444969;8,19001218
2018-07-31;16:23:39;84;6;ES02_06_HW_LL;R02_1;ESTST103;A3;LC_LT_HW_LL;Col-0;RGB2;27;440;11,76486114;102,3259018;16,73218452;0,811808118;0,528069858;0,848239234;0;0,671679198;0,924907481;1,309090909
2018-07-31;16:23:39;84;6;ES02_06_HW_LL;R02_1;ESTST104;A4;LC_LT_HW_LL;MES7;RGB2;27;909;24,30513358;180,9949494;29,59603421;0,779588336;0,348691078;0,81299627;0,407005088;0,638248848;0,923270114;4,506050605
2018-07-31;16:23:39;84;6;ES02_06_HW_LL;R02_1;ESTST105;A5;LC_LT_HW_LL;MES7;RGB2;27;1206;32,24641485;339,2619767;55,47563125;0,066281946;0,131669988;0,645509304;0,61221688;1,456180417;0,921936573;17,19402985
2018-07-31;16:23:39;84;6;ES02_06_HW_LL;R02_1;ESTST106;B1;LC_LT_HW_LL;Col-0;RGB2;27;999;26,71158245;256,5929291;41,9577073;0,361301989;0,190671588;0,696973867;0,495891152;0,700492611;0,87655184;13,7027027
