date;time;exp_id;round;tray_id;tray_info;plant_id;position;plant_name;genotype;pid;weight;waw
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST251;C1;LC_LT_LW_LL;Col-0;SC1;118;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST252;C2;LC_LT_LW_LL;Col-0;SC1;119;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST253;C3;LC_LT_LW_LL;empty;SC1;12;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST254;C4;LC_LT_LW_LL;MES5;SC1;119;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST255;C5;LC_LT_LW_LL;ht1-2;SC1;123;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST256;D1;LC_LT_LW_LL;MES5;SC1;123;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST257;D2;LC_LT_LW_LL;ht1-5;SC1;122;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST258;D3;LC_LT_LW_LL;ht1-5;SC1;118;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST259;D4;LC_LT_LW_LL;MES5;SC1;117;
2018-07-31;16:48:47;84;6;ES02_13_LW_LL;R02_1;ESTST260;D5;LC_LT_LW_LL;Col-0;SC1;123;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST261;A1;LC_LT_LW_LL;MES5;SC1;123;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST262;A2;LC_LT_LW_LL;ht1-4;SC1;107;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST263;A3;LC_LT_LW_LL;ht1-5;SC1;114;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST264;A4;LC_LT_LW_LL;ht1-2;SC1;122;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST265;A5;LC_LT_LW_LL;MES7;SC1;120;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST266;B1;LC_LT_LW_LL;ht1-2;SC1;122;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST267;B2;LC_LT_LW_LL;ht1-5;SC1;125;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST268;B3;LC_LT_LW_LL;empty;SC1;12;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST269;B4;LC_LT_LW_LL;ht1-2;SC1;121;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST270;B5;LC_LT_LW_LL;Col-0;SC1;119;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST271;C1;LC_LT_LW_LL;ht1-4;SC1;120;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST272;C2;LC_LT_LW_LL;ht1-5;SC1;119;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST273;C3;LC_LT_LW_LL;empty;SC1;12;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST274;C4;LC_LT_LW_LL;MES5;SC1;118;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST275;C5;LC_LT_LW_LL;MES7;SC1;125;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST276;D1;LC_LT_LW_LL;Col-0;SC1;110;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST277;D2;LC_LT_LW_LL;MES7;SC1;119;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST278;D3;LC_LT_LW_LL;Col-0;SC1;117;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST279;D4;LC_LT_LW_LL;MES5;SC1;121;
2018-07-31;16:49:24;84;6;ES02_14_LW_LL;R02_1;ESTST280;D5;LC_LT_LW_LL;ht1-4;SC1;123;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST281;A1;LC_LT_LW_LL;Col-0;SC1;112;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST282;A2;LC_LT_LW_LL;ht1-2;SC1;123;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST283;A3;LC_LT_LW_LL;ht1-4;SC1;124;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST284;A4;LC_LT_LW_LL;Col-0;SC1;119;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST285;A5;LC_LT_LW_LL;ht1-5;SC1;122;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST286;B1;LC_LT_LW_LL;MES7;SC1;122;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST287;B2;LC_LT_LW_LL;ht1-4;SC1;122;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST288;B3;LC_LT_LW_LL;empty;SC1;12;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST289;B4;LC_LT_LW_LL;MES7;SC1;124;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST290;B5;LC_LT_LW_LL;ht1-2;SC1;131;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST291;C1;LC_LT_LW_LL;MES5;SC1;123;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST292;C2;LC_LT_LW_LL;ht1-2;SC1;125;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST293;C3;LC_LT_LW_LL;empty;SC1;12;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST294;C4;LC_LT_LW_LL;MES7;SC1;113;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST295;C5;LC_LT_LW_LL;Col-0;SC1;122;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST296;D1;LC_LT_LW_LL;ht1-5;SC1;123;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST297;D2;LC_LT_LW_LL;ht1-4;SC1;122;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST298;D3;LC_LT_LW_LL;MES5;SC1;120;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST299;D4;LC_LT_LW_LL;MES5;SC1;119;
2018-07-31;16:50:01;84;6;ES02_15_LW_LL;R02_1;ESTST300;D5;LC_LT_LW_LL;ht1-5;SC1;121;
2018-07-31;16:50:37;84;6;ES02_16_LW_LL;R02_1;ESTST301;A1;LC_LT_LW_LL;ht1-2;SC1;121;
2018-07-31;16:50:37;84;6;ES02_16_LW_LL;R02_1;ESTST302;A2;LC_LT_LW_LL;ht1-5;SC1;126;
2018-07-31;16:50:37;84;6;ES02_16_LW_LL;R02_1;ESTST303;A3;LC_LT_LW_LL;Col-0;SC1;112;
2018-07-31;16:50:37;84;6;ES02_16_LW_LL;R02_1;ESTST304;A4;LC_LT_LW_LL;Col-0;SC1;117;
2018-07-31;16:50:37;84;6;ES02_16_LW_LL;R02_1;ESTST305;A5;LC_LT_LW_LL;MES5;SC1;126;
2018-07-31;16:50:37;84;6;ES02_16_LW_LL;R02_1;ESTST306;B1;LC_LT_LW_LL;ht1-2;SC1;127;
